Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
Fragile and conflict affected situations,FCS,Rural population (% of total population),SP.RUR.TOTL.ZS,81.8213189939819,81.3763464591073,80.930854831257,80.4707149956293,80.0019191721419,79.5097014682055,79.020355419261,78.5216120744003,78.01492318679,77.5023226214509,76.9844754999272,76.4216804318605,75.8758119884173,75.3487811623944,74.8873410705833,74.4301276828276,73.9791339755305,73.54595976396,73.1256665533744,72.7205613921735,72.3031938969046,71.8063329151744,71.3037319967318,70.7563561716475,70.1523146490713,69.5364165331034,68.9221372761765,68.3092589787044,67.7273248319181,67.1809278408498,66.4562073422687,66.0315147883464,65.6383208925625,65.2790228969621,64.976923844747,64.6635722688313,64.3403131769393,63.9931180680273,63.6461820577181,63.2959765415123,62.9481893469737,62.51526867072,62.0973421453043,61.6849004016135,61.2828038053668,60.8803522832358,60.4798470278486,60.1451928028283,59.7190136855911,59.2857994141322,58.8386695234539,58.4243456612427,58.0203916423485,57.611549152358,57.2050109523355,56.763176806871,56.3357883520792,55.9164356948869,55.4924275671346,55.0499314301963,54.5861618092598,54.097343631948,53.5892210801003,53.0683021581011,52.5444721042176,52.0234158078364,51.5060773811861,50.9913770059883,50.4779654274686,49.9647074699498,49.4511519063746,48.9366987719318,48.4226848233184,47.9084630692394,47.3935092443268,46.8794385621235,46.366268512607,45.8491166392371,45.3290791252188,44.8066367500069,44.2833208253764,43.7595202306216,43.2356641306741,42.7121994444918,42.189639085928,41.6673829791838,41.1459280289741,40.6256274865195,40.1057460434527,39.5872683895522,39.0698286519514
France,FRA,Rural population,SP.RUR.TOTL,17772180,17664656,17490550,17148690,16788618,16404578,15992441,15559227,15230855,15134430,15039167,14947305,14855989,14761954,14657476,14601385,14641033,14669242,14690231,14711747,14738057,14771065,14807306,14846299,14887228,14928512,14970476,15013298,15055081,15093425,15108669,15091320,15065323,15029669,14984269,14937872,14889277,14841301,14795595,14752730,14697577,14647859,14598404,14545385,14495491,14449118,14393065,14326191,14247471,14159842,14066100,13968980,13868665,13770626,13664265,13539246,13400202,13252520,13095854,12936523,12786000,12637000,12489000,12339000,12187000,12031000,11872000,11710000,11546000,11379000,11212000,11044000,10876000,10708000,10540000,10374000,10210000,10047000,9886000,9726000,9568000,9411000,9255000,9101000,8948000,8796000,8646000,8497000,8349000,8203000,8058000
France,FRA,Rural population (% of total population),SP.RUR.TOTL.ZS,38.12,37.393,36.511,35.298,34.102,32.929,31.775,30.643,29.762,29.352,28.945,28.541,28.14,27.744,27.35,27.074,27.003,26.932,26.86,26.789,26.718,26.648,26.575,26.5,26.425,26.35,26.275,26.2,26.125,26.05,25.944,25.771,25.599,25.428,25.257,25.088,24.918,24.75,24.583,24.386,24.129,23.873,23.62,23.368,23.117,22.87,22.623,22.379,22.132,21.883,21.631,21.378,21.122,20.865,20.606,20.345,20.083,19.82,19.556,19.291,19.025,18.758,18.491,18.223,17.956,17.688,17.421,17.154,16.888,16.622,16.357,16.094,15.832,15.572,15.315,15.062,14.812,14.566,14.323,14.083,13.847,13.614,13.384,13.158,12.935,12.715,12.498,12.285,12.074,11.867,11.663
French Polynesia,PYF,Rural population,SP.RUR.TOTL,45065,45827,46713,47428,47969,48421,48766,49019,49211,49380,49544,50096,51263,52453,53636,54787,55900,57116,58988,60896,62849,64843,66877,68930,71065,73227,75405,77583,79739,82021,84256,86359,88355,90315,92360,94562,96948,99174,101416,103640,105789,107850,109827,110578,110509,110196,109619,108806,107827,106786,105737,104699,103675,103852,104245,104653,105069,105516,105979,106417,107000,107000,107000,108000,108000,108000,108000,108000,108000,108000,108000,108000,108000,108000,107000,107000,106000,106000,105000,104000,104000,103000,102000,101000,100000,99000,98000,97000,96000,95000,94000
French Polynesia,PYF,Rural population (% of total population),SP.RUR.TOTL.ZS,57.719,56.783,55.84,54.611,53.217,51.822,50.422,49.021,47.62,46.227,44.838,43.797,43.282,42.769,42.258,41.748,41.24,40.829,40.885,40.941,40.997,41.052,41.108,41.164,41.257,41.365,41.473,41.581,41.69,41.906,42.148,42.39,42.633,42.876,43.119,43.363,43.607,43.715,43.795,43.874,43.953,44.033,44.112,43.758,43.169,42.583,41.998,41.415,40.834,40.258,39.683,39.111,38.541,38.417,38.367,38.317,38.266,38.216,38.166,38.103,38.025,37.934,37.83,37.712,37.58,37.436,37.277,37.106,36.922,36.724,36.513,36.29,36.054,35.805,35.544,35.271,34.986,34.689,34.38,34.059,33.728,33.385,33.032,32.669,32.295,31.924,31.555,31.188,30.824,30.462,30.102
Gabon,GAB,Rural population,SP.RUR.TOTL,413777,413086,411105,409287,407749,406554,405721,405111,404336,402983,400734,395912,390078,383532,376523,369283,361820,354134,346142,337830,329157,320219,318009,315741,313383,310976,308474,305853,301778,297509,292984,288227,283239,278050,275722,273439,270960,268329,265534,262568,259442,256217,252922,249696,246689,244014,241596,239411,237515,236045,234964,234299,233862,233385,232630,231424,229721,227626,225279,222885,221000,218000,216000,214000,212000,210000,208000,206000,204000,203000,201000,200000,199000,198000,197000,196000,196000,195000,195000,195000,195000,195000,195000,194000,194000,194000,193000,193000,192000,192000,191000
Gabon,GAB,Rural population (% of total population),SP.RUR.TOTL.ZS,82.602,81.67,80.406,79.077,77.682,76.225,74.703,73.117,71.467,69.763,68,65.918,63.769,61.57,59.319,57.029,54.705,52.367,50.015,47.663,45.318,43,41.628,40.27,38.924,37.598,36.289,35,33.588,32.208,30.857,29.538,28.251,27.001,26.079,25.203,24.346,23.51,22.694,21.898,21.121,20.367,19.632,18.917,18.222,17.548,16.893,16.258,15.641,15.045,14.467,13.908,13.366,12.844,12.349,11.882,11.441,11.024,10.63,10.259,9.908,9.577,9.265,8.971,8.693,8.432,8.18600000000001,7.95399999999999,7.736,7.53,7.337,7.15600000000001,6.986,6.827,6.678,6.538,6.408,6.28700000000001,6.17400000000001,6.06999999999999,5.967,5.866,5.767,5.669,5.572,5.47799999999999,5.384,5.29300000000001,5.202,5.114,5.026
"Gambia, The",GMB,Rural population,SP.RUR.TOTL,320770,326519,332274,337783,341849,346363,351357,356751,362405,368157,373869,379481,385008,391022,399371,408084,417277,426950,436831,446633,456179,465198,473913,483081,493421,506234,521769,539384,557650,574781,589486,601461,611142,619692,629478,639202,648888,658428,667882,677379,686945,696698,706582,716915,728988,740687,751942,762841,773507,784222,795067,806088,817154,828293,839411,850447,861418,872296,883084,893748,904000,915000,925000,935000,945000,954000,964000,973000,982000,990000,999000,1007000,1015000,1023000,1031000,1038000,1045000,1053000,1060000,1067000,1073000,1079000,1085000,1090000,1094000,1098000,1102000,1105000,1108000,1110000,1112000
"Gambia, The",GMB,Rural population (% of total population),SP.RUR.TOTL.ZS,87.871,87.669,87.465,87.138,86.323,85.467,84.567,83.621,82.627,81.59,80.504,79.37,78.186,77.059,76.325,75.574,74.807,74.026,73.228,72.415,71.586,70.744,69.887,68.992,67.993,66.981,65.951,64.906,63.845,62.774,61.688,60.59,59.48,58.414,57.528,56.638,55.742,54.845,53.943,53.039,52.132,51.225,50.317,49.445,48.712,47.98,47.249,46.519,45.789,45.063,44.338,43.616,42.895,42.18,41.472,40.772,40.082,39.401,38.73,38.069,37.418,36.778,36.148,35.528,34.92,34.322,33.736,33.161,32.598,32.046,31.506,30.977,30.461,29.956,29.464,28.984,28.517,28.063,27.622,27.195,26.771,26.352,25.937,25.526,25.119,24.717,24.319,23.925,23.536,23.151,22.771
Georgia,GEO,Rural population,SP.RUR.TOTL,2075477,2090349,2103850,2116256,2127156,2135939,2140828,2142021,2141408,2141260,2142101,2145027,2147142,2146323,2145057,2140769,2135940,2130131,2122022,2119585,2122292,2124502,2127121,2130315,2132914,2135888,2139042,2140742,2145850,2148180,2159075,2185875,2214567,2243390,2220726,2149958,2084148,2028799,1989403,1958910,1931011,1910922,1892142,1864034,1837288,1810550,1785270,1761043,1740846,1710767,1683754,1655877,1629406,1610308,1596856,1585179,1571628,1557150,1541599,1523906,1505000,1485000,1464000,1444000,1423000,1401000,1380000,1358000,1336000,1314000,1291000,1269000,1246000,1224000,1201000,1179000,1157000,1134000,1113000,1091000,1069000,1048000,1027000,1006000,985000,965000,945000,926000,906000,887000,868000
Georgia,GEO,Rural population (% of total population),SP.RUR.TOTL.ZS,56.931,56.441,55.949,55.456,54.961,54.466,53.97,53.473,52.975,52.478,51.994,51.526,51.058,50.591,50.124,49.656,49.188,48.721,48.253,47.844,47.503,47.164,46.824,46.484,46.145,45.806,45.468,45.13,44.792,44.723,44.962,45.201,45.441,45.68,45.92,46.159,46.4,46.64,46.88,47.121,47.362,47.602,47.559,47.17,46.782,46.395,46.008,45.621,45.235,44.85,44.465,44.081,43.697,43.315,42.933,42.552,42.163,41.769,41.368,40.961,40.547,40.128,39.703,39.273,38.838,38.397,37.952,37.502,37.048,36.59,36.129,35.664,35.196,34.726,34.254,33.779,33.303,32.827,32.35,31.873,31.398,30.926,30.456,29.99,29.528,29.071,28.617,28.168,27.723,27.283,26.847
Germany,DEU,Rural population,SP.RUR.TOTL,20836712,20768071,20903401,21050022,21171231,21304018,21433533,21482504,21528785,21650322,21673217,21667597,21726668,21750209,21713675,21588023,21451007,21357951,21295639,21260524,21260046,21178760,21066192,21014164,21066224,21199425,21282187,21144436,21099829,21281747,21353187,21388515,21478393,21508871,21410142,21300002,21188909,21048482,20880191,20723743,20581651,20447486,20313617,20157322,19986263,19809155,19622894,19432962,19234290,19025087,18836498,18334806,18361215,18403327,18472108,18624547,18755733,18795376,18809664,18807964,18757000,18670000,18556000,18424000,18282000,18139000,17992000,17840000,17681000,17511000,17331000,17140000,16937000,16724000,16502000,16270000,16028000,15778000,15520000,15255000,14981000,14701000,14423000,14147000,13873000,13602000,13334000,13071000,12812000,12557000,12307000
Germany,DEU,Rural population (% of total population),SP.RUR.TOTL.ZS,28.616,28.303,28.238,28.174,28.109,28.045,27.981,27.917,27.853,27.789,27.726,27.668,27.611,27.554,27.497,27.44,27.383,27.326,27.27,27.213,27.156,27.011,26.893,26.897,27.057,27.289,27.383,27.164,27.001,27.024,26.882,26.731,26.64,26.503,26.29,26.078,25.867,25.658,25.449,25.242,25.035,24.83,24.626,24.423,24.221,24.02,23.821,23.622,23.425,23.229,23.034,22.84,22.83,22.82,22.81,22.8,22.776,22.739,22.688,22.624,22.547,22.456,22.352,22.235,22.105,21.963,21.808,21.641,21.462,21.271,21.069,20.856,20.632,20.398,20.154,19.9,19.637,19.365,19.085,18.798,18.503,18.203,17.906,17.613,17.323,17.037,16.755,16.477,16.203,15.932,15.665
Ghana,GHA,Rural population,SP.RUR.TOTL,5092406,5218606,5349805,5481292,5606635,5722025,5824549,5916289,6003325,6094111,6205870,6355390,6516858,6682514,6841044,6985269,7111878,7225671,7337568,7462366,7610699,7786288,7985312,8201844,8409921,8578316,8742637,8904626,9065019,9226515,9389747,9554789,9719939,9882467,10038031,10184615,10321034,10449176,10570418,10688430,10809847,10945141,11079832,11215329,11353039,11494571,11639794,11787623,11934842,12077977,12213131,12339950,12459318,12572643,12681431,12786684,12888365,12986138,13079667,13168802,13253000,13332000,13407000,13477000,13543000,13604000,13661000,13714000,13764000,13809000,13851000,13889000,13925000,13957000,13987000,14015000,14041000,14066000,14086000,14101000,14111000,14117000,14117000,14113000,14104000,14091000,14072000,14050000,14022000,13989000,13952000
Ghana,GHA,Rural population (% of total population),SP.RUR.TOTL.ZS,76.748,76.203,75.648,75.085,74.512,73.933,73.344,72.746,72.14,71.527,71.042,70.826,70.608,70.39,70.171,69.951,69.73,69.508,69.286,69.062,68.837,68.612,68.386,68.158,67.791,67.104,66.409,65.707,64.996,64.281,63.559,62.83,62.095,61.356,60.61,59.86,59.104,58.346,57.582,56.816,56.071,55.399,54.725,54.049,53.37,52.692,52.012,51.331,50.649,49.969,49.287,48.606,47.927,47.252,46.581,45.914,45.251,44.593,43.94,43.293,42.651,42.015,41.385,40.762,40.146,39.537,38.935,38.341,37.756,37.178,36.61,36.05,35.5,34.959,34.429,33.909,33.401,32.906,32.414,31.925,31.44,30.959,30.482,30.009,29.541,29.077,28.617,28.162,27.711,27.264,26.822
Gibraltar,GIB,Rural population,SP.RUR.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,GIB,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,GRC,Rural population,SP.RUR.TOTL,3671291,3657099,3604016,3542618,3480851,3422784,3373709,3326787,3274028,3212148,3146066,3095190,3070665,3040175,3006938,2990786,2992672,2986905,2980527,2972373,2956103,2943518,2942728,2940794,2936381,2928830,2919496,2910173,2901692,2897805,2909451,2927247,2937007,2941678,2943828,2944834,2945109,2946985,2950498,2949028,2948257,2942226,2910513,2875284,2840339,2807039,2774156,2740132,2706538,2673237,2636648,2593105,2539911,2483072,2428790,2375617,2329011,2288166,2247680,2208848,2162000,2116000,2071000,2027000,1984000,1943000,1902000,1862000,1823000,1785000,1748000,1712000,1676000,1642000,1608000,1574000,1542000,1510000,1478000,1447000,1417000,1386000,1357000,1328000,1299000,1270000,1242000,1214000,1186000,1159000,1132000
Greece,GRC,Rural population (% of total population),SP.RUR.TOTL.ZS,44.064,43.547,42.66,41.778,40.901,40.031,39.167,38.309,37.457,36.615,35.78,35.049,34.546,34.048,33.552,33.06,32.571,32.088,31.607,31.13,30.657,30.254,30.06,29.866,29.673,29.482,29.291,29.1,28.91,28.721,28.533,28.365,28.243,28.122,28.002,27.881,27.761,27.642,27.522,27.403,27.284,27.087,26.697,26.311,25.927,25.548,25.173,24.801,24.432,24.068,23.708,23.351,22.996,22.645,22.298,21.954,21.613,21.276,20.942,20.612,20.285,19.962,19.643,19.327,19.016,18.708,18.404,18.104,17.808,17.516,17.228,16.945,16.665,16.39,16.12,15.853,15.592,15.336,15.083,14.833,14.587,14.344,14.105,13.869,13.636,13.406,13.18,12.957,12.737,12.521,12.307
Greenland,GRL,Rural population,SP.RUR.TOTL,13476,13545,13508,13474,13335,13308,13166,13051,12939,12805,12647,12540,12715,12782,12795,12703,12611,12367,12125,12033,11987,11987,11912,11860,11804,11725,11600,11541,11499,11414,11288,11082,10894,10762,10710,10657,10565,10513,10462,10392,10341,10228,10136,10026,9914,9760,9554,9342,9132,8963,8887,8673,8408,8161,7987,7816,7683,7542,7386,7280,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Rural population (% of total population),SP.RUR.TOTL.ZS,41.466,40.194,38.594,37.017,35.466,33.95,32.509,31.147,29.814,28.519,27.256,26.567,26.325,26.086,25.848,25.611,25.375,25.034,24.645,24.26,23.879,23.503,23.131,22.763,22.398,22.039,21.683,21.332,20.984,20.641,20.302,19.967,19.699,19.497,19.297,19.098,18.9,18.774,18.649,18.524,18.4,18.151,17.905,17.662,17.42,17.142,16.828,16.518,16.213,15.913,15.617,15.245,14.8,14.449,14.187,13.929,13.674,13.426,13.184,12.948,12.718,12.493,12.273,12.06,11.851,11.647,11.449,11.255,11.066,10.882,10.702,10.527,10.356,10.19,10.028,9.869,9.715,9.565,9.41800000000001,9.27500000000001,9.136,9,8.86799999999999,8.738,8.60899999999999,8.482,8.357,8.23399999999999,8.11199999999999,7.991,7.873
Grenada,GRD,Rural population,SP.RUR.TOTL,62654,63455,64085,64553,64865,65040,65063,64940,64695,64377,64043,63806,63579,63301,62912,62377,61626,60722,59902,59503,59730,60727,62366,64258,65854,66787,66901,66347,65420,64574,64130,64143,64378,64847,65347,65719,65940,66060,66106,66120,66124,66163,66416,66660,66885,67093,67274,67445,67622,67841,68133,68500,68906,69341,69765,70147,70488,70778,71027,71238,71000,72000,72000,72000,72000,72000,72000,71000,71000,71000,71000,70000,70000,70000,69000,69000,69000,68000,68000,67000,67000,66000,66000,65000,64000,64000,63000,63000,62000,62000,61000
Grenada,GRD,Rural population (% of total population),SP.RUR.TOTL.ZS,69.668,69.481,69.293,69.105,68.915,68.726,68.535,68.344,68.152,67.96,67.788,67.719,67.649,67.579,67.509,67.439,67.369,67.299,67.229,67.159,67.088,67.022,66.972,66.922,66.872,66.823,66.773,66.723,66.673,66.623,66.573,66.497,66.256,66.015,65.773,65.53,65.286,65.041,64.796,64.55,64.302,64.081,64.087,64.093,64.099,64.105,64.111,64.117,64.123,64.129,64.135,64.141,64.131,64.104,64.062,64.003,63.928,63.836,63.728,63.604,63.463,63.306,63.132,62.941,62.733,62.509,62.267,62.008,61.733,61.439,61.129,60.801,60.455,60.092,59.711,59.312,58.896,58.462,58.027,57.59,57.152,56.713,56.273,55.832,55.39,54.948,54.504,54.06,53.615,53.17,52.724
Guam,GUM,Rural population,SP.RUR.TOTL,33273,33199,33191,33222,33256,33263,33234,33181,33099,32993,31940,28158,24525,21139,18045,15280,12845,10739,8931,7397,6505,6931,7385,7868,8384,8931,9511,10125,10779,11474,12010,11939,11865,11785,11687,11565,11420,11253,11066,10860,10673,10584,10477,10354,10223,10089,9952,9814,9676,9541,9409,9281,9157,9041,8938,8847,8772,8709,8653,8601,8500,8500,8400,8400,8300,8200,8200,8100,8000,7900,7900,7800,7700,7600,7600,7500,7400,7300,7200,7100,7000,7000,6900,6800,6700,6600,6500,6400,6300,6200,6100
Guam,GUM,Rural population (% of total population),SP.RUR.TOTL.ZS,49.853,48.77,47.686,46.604,45.525,44.452,43.383,42.32,41.262,40.216,38.08,32.847,28.001,23.629,19.748,16.368,13.466,11.017,8.964,7.26300000000001,6.247,6.509,6.78100000000001,7.063,7.357,7.661,7.977,8.30500000000001,8.646,8.998,9.20399999999999,8.93899999999999,8.68000000000001,8.429,8.184,7.94499999999999,7.71299999999999,7.48699999999999,7.267,7.054,6.871,6.767,6.666,6.565,6.46599999999999,6.369,6.273,6.178,6.084,5.992,5.901,5.812,5.723,5.636,5.551,5.46599999999999,5.383,5.301,5.22,5.14100000000001,5.062,4.985,4.90900000000001,4.834,4.76000000000001,4.687,4.616,4.545,4.476,4.407,4.34,4.273,4.208,4.143,4.08,4.017,3.956,3.895,3.836,3.777,3.71899999999999,3.66200000000001,3.605,3.55,3.495,3.441,3.38800000000001,3.336,3.285,3.23399999999999,3.184
Guatemala,GTM,Rural population,SP.RUR.TOTL,2843931,2901164,2958885,3016780,3077682,3152015,3226487,3300619,3373861,3445722,3516147,3585090,3653075,3720477,3787858,3854961,3922313,3991116,4063075,4139744,4222128,4310100,4403350,4500312,4600307,4703063,4808325,4915976,5025695,5137329,5249791,5362123,5473038,5581926,5689267,5796192,5901847,6006636,6113086,6221658,6335891,6450059,6559052,6664800,6770217,6873860,6975317,7074356,7170952,7265539,7357571,7449392,7538790,7625644,7709179,7788224,7863355,7934315,8001178,8063081,8148000,8229000,8306000,8377000,8444000,8505000,8561000,8611000,8656000,8694000,8727000,8754000,8774000,8789000,8797000,8800000,8796000,8787000,8773000,8755000,8733000,8708000,8679000,8647000,8611000,8572000,8530000,8484000,8436000,8385000,8330000
